"term_id","term_name","source","p_value","intersection_size","query_size","term_size","precision","recall"
"GO:0046148","pigment biosynthetic process","GO:BP",0.000379653022951791,47,6699,84,0.00701597253321391,0.55952380952381
"GO:0006779","porphyrin-containing compound biosynthetic process","GO:BP",0.000410697362057851,35,6699,57,0.00522466039707419,0.614035087719298
"GO:0010207","photosystem II assembly","GO:BP",0.000438810108030639,13,6699,14,0.0019405881474847,0.928571428571429
"GO:0042440","pigment metabolic process","GO:BP",0.000438810108030639,58,6699,111,0.00865800865800866,0.522522522522523
"GO:0097305","response to alcohol","GO:BP",0.000587039652890211,85,6699,180,0.012688460964323,0.472222222222222
"GO:0033013","tetrapyrrole metabolic process","GO:BP",0.000651952776633708,47,6699,86,0.00701597253321391,0.546511627906977
"GO:0031407","oxylipin metabolic process","GO:BP",0.000651952776633708,19,6699,25,0.00283624421555456,0.76
"GO:0006082","organic acid metabolic process","GO:BP",0.000651952776633708,401,6699,1078,0.0598596805493357,0.371985157699443
"GO:0043436","oxoacid metabolic process","GO:BP",0.000651952776633708,401,6699,1077,0.0598596805493357,0.372330547818013
"GO:0031408","oxylipin biosynthetic process","GO:BP",0.000651952776633708,19,6699,25,0.00283624421555456,0.76
"GO:0006778","porphyrin-containing compound metabolic process","GO:BP",0.000678024159123972,46,6699,84,0.00686669652186894,0.547619047619048
"GO:0015995","chlorophyll biosynthetic process","GO:BP",0.000688806456508337,21,6699,29,0.00313479623824451,0.724137931034483
"GO:0033014","tetrapyrrole biosynthetic process","GO:BP",0.000753906117332414,35,6699,59,0.00522466039707419,0.593220338983051
"GO:0009737","response to abscisic acid","GO:BP",0.000753906117332414,83,6699,177,0.0123899089416331,0.468926553672316
"GO:0019752","carboxylic acid metabolic process","GO:BP",0.000879476177662677,393,6699,1059,0.0586654724585759,0.371104815864023
"GO:0034605","cellular response to heat","GO:BP",0.00092079934159859,33,6699,55,0.00492610837438424,0.6
"GO:0006457","protein folding","GO:BP",0.000977423841529652,165,6699,401,0.0246305418719212,0.411471321695761
"GO:0006970","response to osmotic stress","GO:BP",0.00108788477298764,60,6699,120,0.00895656068069861,0.5
"GO:0009414","response to water deprivation","GO:BP",0.00114928278762632,38,6699,67,0.00567248843110912,0.567164179104478
"GO:0006629","lipid metabolic process","GO:BP",0.00120296218620713,460,6699,1263,0.0686669652186894,0.364212193190815
"GO:0009415","response to water","GO:BP",0.00148231120057929,39,6699,70,0.0058217644424541,0.557142857142857
"GO:0032787","monocarboxylic acid metabolic process","GO:BP",0.00181148071254412,205,6699,519,0.0306015823257203,0.394990366088632
"GO:0061077","chaperone-mediated protein folding","GO:BP",0.0023635910168806,46,6699,88,0.00686669652186894,0.522727272727273
"GO:0006091","generation of precursor metabolites and energy","GO:BP",0.00347116123449124,252,6699,660,0.0376175548589342,0.381818181818182
"GO:0001101","response to acid chemical","GO:BP",0.00481904730276249,39,6699,73,0.0058217644424541,0.534246575342466
"GO:0048511","rhythmic process","GO:BP",0.00611239031998781,32,6699,57,0.00477683236303926,0.56140350877193
"GO:0051604","protein maturation","GO:BP",0.0084751191927671,211,6699,549,0.0314972383937901,0.384335154826958
"GO:0033993","response to lipid","GO:BP",0.0084751191927671,145,6699,360,0.0216450216450216,0.402777777777778
"GO:0090351","seedling development","GO:BP",0.0111973591144543,24,6699,40,0.00358262427227944,0.6
"GO:0050896","response to stimulus","GO:BP",0.0133284793384118,1522,6699,4589,0.227198089267055,0.331662671606014
"GO:0170039","proteinogenic amino acid metabolic process","GO:BP",0.0133284793384118,141,6699,352,0.0210479175996417,0.400568181818182
"GO:0009845","seed germination","GO:BP",0.01363184547589,22,6699,36,0.00328407224958949,0.611111111111111
"GO:0042181","ketone biosynthetic process","GO:BP",0.0151181490782911,21,6699,34,0.00313479623824451,0.61764705882353
"GO:0170033","L-amino acid metabolic process","GO:BP",0.0171505673002223,136,6699,340,0.0203015375429169,0.4
"GO:0016053","organic acid biosynthetic process","GO:BP",0.017812150128601,208,6699,548,0.0310494103597552,0.37956204379562
"GO:0046394","carboxylic acid biosynthetic process","GO:BP",0.017812150128601,208,6699,548,0.0310494103597552,0.37956204379562
"GO:0046341","CDP-diacylglycerol metabolic process","GO:BP",0.0185963750979175,10,6699,12,0.00149276011344977,0.833333333333333
"GO:0016024","CDP-diacylglycerol biosynthetic process","GO:BP",0.0185963750979175,10,6699,12,0.00149276011344977,0.833333333333333
"GO:1901605","alpha-amino acid metabolic process","GO:BP",0.0206752901105438,149,6699,379,0.0222421256904016,0.393139841688654
"GO:0009409","response to cold","GO:BP",0.0207729388858012,52,6699,111,0.0077623525899388,0.468468468468468
"GO:0005986","sucrose biosynthetic process","GO:BP",0.023567703407779,12,6699,16,0.00179131213613972,0.75
"GO:0006790","sulfur compound metabolic process","GO:BP",0.0237744232276027,131,6699,329,0.019555157486192,0.398176291793313
"GO:0051084","'de novo' post-translational protein folding","GO:BP",0.0280349790470122,33,6699,64,0.00492610837438424,0.515625
"GO:0051085","chaperone cofactor-dependent protein refolding","GO:BP",0.0280349790470122,33,6699,64,0.00492610837438424,0.515625
"GO:0006633","fatty acid biosynthetic process","GO:BP",0.0280349790470122,71,6699,163,0.0105985968054934,0.43558282208589
"GO:0072330","monocarboxylic acid biosynthetic process","GO:BP",0.0290739979087927,92,6699,221,0.0137333930437379,0.416289592760181
"GO:0010206","photosystem II repair","GO:BP",0.0315247402808293,8,6699,9,0.00119420809075981,0.888888888888889
"GO:0006631","fatty acid metabolic process","GO:BP",0.0315247402808293,105,6699,258,0.0156739811912226,0.406976744186047
"GO:0042026","protein refolding","GO:BP",0.0315247402808293,38,6699,77,0.00567248843110912,0.493506493506494
"GO:0007623","circadian rhythm","GO:BP",0.0379237539607315,26,6699,48,0.0038811762949694,0.541666666666667
"GO:0006986","response to unfolded protein","GO:BP",0.0379237539607315,26,6699,48,0.0038811762949694,0.541666666666667
"GO:1903530","regulation of secretion by cell","GO:BP",0.0457825024764027,6,6699,6,0.000895656068069861,1
"GO:0017157","regulation of exocytosis","GO:BP",0.0457825024764027,6,6699,6,0.000895656068069861,1
"GO:0051046","regulation of secretion","GO:BP",0.0457825024764027,6,6699,6,0.000895656068069861,1
"GO:0009773","photosynthetic electron transport in photosystem I","GO:BP",0.0461420998886818,12,6699,17,0.00179131213613972,0.705882352941177
"GO:0009110","vitamin biosynthetic process","GO:BP",0.0484398267691791,42,6699,89,0.00626959247648903,0.471910112359551
"GO:0009507","chloroplast","GO:CC",1.07993315482808e-31,651,6590,1377,0.0987860394537177,0.47276688453159
"GO:0009536","plastid","GO:CC",1.0733697410679e-29,715,6590,1564,0.108497723823976,0.457161125319693
"GO:0009579","thylakoid","GO:CC",4.68864242102526e-15,244,6590,485,0.0370257966616085,0.503092783505155
"GO:0031976","plastid thylakoid","GO:CC",6.69254871273656e-15,158,6590,282,0.0239757207890744,0.560283687943262
"GO:0009534","chloroplast thylakoid","GO:CC",6.69254871273656e-15,158,6590,282,0.0239757207890744,0.560283687943262
"GO:0009526","plastid envelope","GO:CC",5.6941468097404e-13,240,6590,493,0.0364188163884674,0.486815415821501
"GO:0042651","thylakoid membrane","GO:CC",7.2160200457795e-13,157,6590,292,0.0238239757207891,0.537671232876712
"GO:0009532","plastid stroma","GO:CC",7.2160200457795e-13,143,6590,259,0.0216995447647951,0.552123552123552
"GO:0034357","photosynthetic membrane","GO:CC",1.4984470604101e-12,167,6590,318,0.0253414264036419,0.525157232704403
"GO:0009570","chloroplast stroma","GO:CC",2.09682901878028e-12,139,6590,253,0.021092564491654,0.549407114624506
"GO:0009535","chloroplast thylakoid membrane","GO:CC",9.30589805912093e-11,128,6590,237,0.0194233687405159,0.540084388185654
"GO:0055035","plastid thylakoid membrane","GO:CC",9.30589805912093e-11,128,6590,237,0.0194233687405159,0.540084388185654
"GO:0005737","cytoplasm","GO:CC",4.86472031072293e-10,3031,6590,8776,0.459939301972686,0.345373746581586
"GO:0042170","plastid membrane","GO:CC",9.60255510011866e-08,179,6590,386,0.0271623672230653,0.463730569948187
"GO:0031967","organelle envelope","GO:CC",2.95222942003124e-06,369,6590,920,0.0559939301972686,0.401086956521739
"GO:0019867","outer membrane","GO:CC",2.95222942003124e-06,159,6590,349,0.0241274658573596,0.455587392550143
"GO:0031968","organelle outer membrane","GO:CC",3.5346316689869e-06,157,6590,345,0.0238239757207891,0.455072463768116
"GO:0009522","photosystem I","GO:CC",1.43260019355039e-05,35,6590,53,0.00531107738998483,0.660377358490566
"GO:0009521","photosystem","GO:CC",3.77621103492977e-05,69,6590,132,0.0104704097116844,0.522727272727273
"GO:0009941","chloroplast envelope","GO:CC",6.38871693600018e-05,120,6590,262,0.0182094081942337,0.458015267175573
"GO:0031977","thylakoid lumen","GO:CC",6.94648846203139e-05,18,6590,22,0.00273141122913505,0.818181818181818
"GO:0009523","photosystem II","GO:CC",7.66531536660269e-05,55,6590,101,0.00834597875569044,0.544554455445545
"GO:0005886","plasma membrane","GO:CC",0.00144273938441152,585,6590,1606,0.0887708649468892,0.36425902864259
"GO:0005663","DNA replication factor C complex","GO:CC",0.00149133406070271,12,6590,14,0.00182094081942337,0.857142857142857
"GO:0016020","membrane","GO:CC",0.00462425854362498,3055,6590,9174,0.463581183611533,0.333006322214955
"GO:0009654","photosystem II oxygen evolving complex","GO:CC",0.00805709494456482,22,6590,36,0.00333839150227618,0.611111111111111
"GO:0048471","perinuclear region of cytoplasm","GO:CC",0.00887731537685439,10,6590,12,0.00151745068285281,0.833333333333333
"GO:0031978","plastid thylakoid lumen","GO:CC",0.00887731537685439,10,6590,12,0.00151745068285281,0.833333333333333
"GO:0009543","chloroplast thylakoid lumen","GO:CC",0.00887731537685439,10,6590,12,0.00151745068285281,0.833333333333333
"GO:0110165","cellular anatomical structure","GO:CC",0.0401501751873478,6524,6590,20322,0.989984825493171,0.321031394547781
"GO:0010319","stromule","GO:CC",0.0401501751873478,7,6590,8,0.00106221547799697,0.875
"GO:0010287","plastoglobule","GO:CC",0.0401501751873478,16,6590,26,0.00242792109256449,0.615384615384615
"GO:0009538","photosystem I reaction center","GO:CC",0.0401501751873478,7,6590,8,0.00106221547799697,0.875
"GO:0009360","DNA polymerase III complex","GO:CC",0.0401501751873478,7,6590,8,0.00106221547799697,0.875
"GO:0051787","misfolded protein binding","GO:MF",0.0193963224213711,17,7564,22,0.00224748810153358,0.772727272727273
"GO:0003689","DNA clamp loader activity","GO:MF",0.0309666148436391,13,7564,16,0.00171866737176097,0.8125
"GO:0051082","unfolded protein binding","GO:MF",0.0309666148436391,90,7564,204,0.0118984664198837,0.441176470588235
"GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","GO:MF",0.0485839975393542,26,7564,44,0.00343733474352195,0.590909090909091
