"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Zm00001eb308150",424.588038990839,-1.27665057969114,0.293289501843284,-4.35286831498424,1.3436786692532e-05,0.00328431712547371
"gene:Zm00001eb108460",172.125103696059,-4.48680051016905,1.03141592556285,-4.3501369321213,1.36052545986284e-05,0.00329553585939931
"gene:Zm00001eb311420",810.034328789096,0.920901010508663,0.212359454469271,4.33651994826498,1.44756295321872e-05,0.00347505581457068
"gene:Zm00001eb184780",664.654581266964,-8.68631484425019,2.00636753517282,-4.32937370246174,1.49533998389354e-05,0.00355798284486244
"gene:Zm00001eb322350",178.842127190212,-6.43158632995201,1.49054730056826,-4.31491595570299,1.59663634755531e-05,0.0037656808312912
"gene:Zm00001eb199400",48.9060375006733,-8.08312600405236,1.87924472521449,-4.30126310618207,1.69827267654226e-05,0.00397056151775581
"gene:Zm00001eb288930",1425.45568152197,1.12945068016624,0.263308720775278,4.28945413141168,1.7911279876776e-05,0.00415155674178342
"gene:Zm00001eb044210",845.556619914706,1.93672407842766,0.452345658743842,4.28151357483106,1.85626397370456e-05,0.00426575807358926
"gene:Zm00001eb018070",352.701876949222,-8.41041843692453,1.96893032280721,-4.27156732744779,1.94103905040486e-05,0.00438560646623827
"gene:Zm00001eb292980",684.603330459982,3.54594926466828,0.829800467309221,4.27325532385715,1.92639653718345e-05,0.00438560646623827
"gene:Zm00001eb316930",266.827108482821,-7.33480499851191,1.71999346443222,-4.26443771455445,2.00406236654203e-05,0.00449026873743463
"gene:Zm00001eb155430",23.9341777147686,3.33408417292096,0.783522556056251,4.25524976549826,2.08815784634801e-05,0.00464002479460819
"gene:Zm00001eb076800",375.635375086052,4.16894845603203,0.98391403879236,4.23710638497335,2.26418871004843e-05,0.0049899378563174
"gene:Zm00001eb269300",245.58250601836,1.85349261784805,0.438892769306147,4.22311039841979,2.40953718071692e-05,0.00518281809423487
"gene:Zm00001eb300060",585.862617666567,1.38401535635943,0.32761809361673,4.22447777862522,2.39495480257003e-05,0.00518281809423487
"gene:Zm00001eb337270",87.4618435819669,2.96607811587203,0.701976938360698,4.22532130870084,2.38600092386766e-05,0.00518281809423487
"gene:Zm00001eb158640",124.623845963166,4.3926741428994,1.04066206877854,4.22103800521454,2.43179928598752e-05,0.0051891894763767
"gene:Zm00001eb178990",112.732401163768,1.61106110024803,0.382658087824802,4.21018436956609,2.55162372891768e-05,0.00540200844089841
"gene:Zm00001eb251960",2440.23344192041,4.09620129937078,0.973582899636446,4.20734721295986,2.58385984143221e-05,0.00542751871535841
"gene:Zm00001eb293520",745.240721873142,-0.892410390051053,0.212448997421376,-4.20058649785494,2.66224431562126e-05,0.00554881883055108
"gene:Zm00001eb342040",427.301624510792,1.90944246399088,0.45559958486794,4.19105400314258,2.77661555591523e-05,0.00574268172706867
"gene:Zm00001eb196960",2041.07245005416,6.6480378965003,1.58811495232489,4.18611882393529,2.8376483797941e-05,0.00577998878693363
"gene:Zm00001eb245390",400.077177492656,-1.31015743245408,0.312887121008462,-4.18731658954619,2.82271960786964e-05,0.00577998878693363
"gene:Zm00001eb184380",24.624100602008,-2.48506515567081,0.594043824808165,-4.18330273271222,2.87304397034119e-05,0.00580808520530554
"gene:Zm00001eb151400",204.829604314258,1.29900003193872,0.310913452259966,4.1780116701177,2.94068570097076e-05,0.00590046391358216
"gene:Zm00001eb149420",651.055481408541,1.07804979006074,0.258460094433911,4.17104927715021,3.03200281198023e-05,0.0059504715040666
"gene:Zm00001eb150450",198.853281518336,-6.52181913857596,1.56256847998023,-4.17378132359259,2.99585322811621e-05,0.0059504715040666
"gene:Zm00001eb378380",66.2236911132706,-7.57515907798363,1.81566475763833,-4.17211329686037,3.01787502473958e-05,0.0059504715040666
"gene:Zm00001eb042330",174.749403170688,-6.68894519599985,1.60878523468589,-4.15776142879994,3.21381392824876e-05,0.00626158080353801
"gene:Zm00001eb293090",179.822747678535,-7.74578133919041,1.864509293817,-4.15432702045339,3.26246310951609e-05,0.00627170932919184
"gene:Zm00001eb400340",83.949597444749,-3.315047390498,0.798017677410087,-4.15410270265788,3.26566484206813e-05,0.00627170932919184
"gene:Zm00001eb201520",945.106444295491,1.67828925441496,0.405400141424828,4.13983391450336,3.47557359838225e-05,0.0066274998113265
"gene:Zm00001eb368610",157.122060790312,2.07494469927447,0.503336578317203,4.12238011036591,3.749777797822e-05,0.00710001941197465
"gene:Zm00001eb195530",109.534573554598,-3.94521478900857,0.959865796078598,-4.11017332331896,3.95362245206379e-05,0.00743363964116357
"gene:Zm00001eb371830",324.453402963166,0.972752951961519,0.237244745573627,4.1002086246822,4.12777853797948e-05,0.00770719316323988
"gene:Zm00001eb327480",1661.8258408008,-4.08502512834285,0.996701525761977,-4.09854407037237,4.15757084252517e-05,0.00770928325813615
"gene:Zm00001eb267030",551.816534258668,7.00108860528349,1.7092819428923,4.0959238084718,4.2048821784209e-05,0.00774360733775361
"gene:Zm00001eb083450",866.534376607708,2.72589746984355,0.667424182893445,4.08420542693872,4.42278920669307e-05,0.0079566543866491
"gene:Zm00001eb152740",127.42418066436,-6.48889748573858,1.58910785748767,-4.08335875703071,4.43894133967109e-05,0.0079566543866491
"gene:Zm00001eb201250",273.965221540415,-5.63144460575079,1.37894655259466,-4.0838744584803,4.42909652665182e-05,0.0079566543866491
"gene:Zm00001eb225510",632.585758343937,-6.97197717204097,1.70687867324775,-4.08463547017967,4.41460652839055e-05,0.0079566543866491
"gene:Zm00001eb006250",258.576376243022,10.5141108471991,2.58879713207504,4.06138847920136,4.87817196060764e-05,0.00868605360959322
"gene:Zm00001eb325600",177.512545447471,1.27838022046782,0.315307061276693,4.05439768868987,5.02636431292007e-05,0.00889104324220276
"gene:Zm00001eb078560",132.163876210935,-7.59616283762789,1.88152239735658,-4.03724284563395,5.40830764944044e-05,0.0093814946948713
"gene:Zm00001eb238300",885.514354194018,3.9725597025563,0.983838360413554,4.03781745294669,5.39508090248746e-05,0.0093814946948713
"gene:Zm00001eb406610",112.808790689629,1.07220482102806,0.265432601193937,4.03946167955707,5.35740196722521e-05,0.0093814946948713
"gene:Zm00001eb116230",8764.9517132111,2.36362207411666,0.586321318739116,4.03127431763803,5.5475249413546e-05,0.00944027234798741
"gene:Zm00001eb147990",544.256072249017,1.4544082702216,0.360733344916994,4.03180989702036,5.53489510154923e-05,0.00944027234798741
"gene:Zm00001eb285790",35.023618037881,-4.85112479229018,1.20317467792455,-4.0319372417796,5.53189611428821e-05,0.00944027234798741
"gene:Zm00001eb227760",602.866132005682,-6.30024575231226,1.56456774452112,-4.02682835203191,5.65342718181398e-05,0.00955998092059324
"gene:Zm00001eb379910",186.115956101226,1.77314665800446,0.440844043505068,4.02216313031363,5.76660953568157e-05,0.0096904269116169
"gene:Zm00001eb393960",42.8071347501027,1.83225250749562,0.455960055811254,4.0184496079062,5.8582334248255e-05,0.00978324981945859
"gene:Zm00001eb083620",39.8105135536423,5.11255398140274,1.27348583736452,4.01461392926297,5.95431773570549e-05,0.00988232968888355
"gene:Zm00001eb398260",57.4801066647913,2.41459972002361,0.601848041984873,4.01197570081038,6.02126990734835e-05,0.00993214012263038
"gene:Zm00001eb152480",64.9040621006865,2.96711923559393,0.74017610836412,4.00866658902518,6.10625560350092e-05,0.0100109081958128
"gene:Zm00001eb122500",78.8255057189846,-3.5173683402888,0.879988385718097,-3.99706223101857,6.41334453273593e-05,0.0104317651187398
"gene:Zm00001eb231730",34.318152234673,-3.63529686236205,0.90972043214234,-3.996059375957,6.4405586704013e-05,0.0104317651187398
"gene:Zm00001eb224210",144.280543660386,-6.50524977334246,1.62854205755024,-3.99452365579558,6.48244493108254e-05,0.0104367363390429
"gene:Zm00001eb077690",441.823957855974,1.91726865837189,0.480605012191704,3.98928144679258,6.62737497917365e-05,0.0106065613729192
"gene:Zm00001eb403950",680.923220737732,1.22672340867911,0.30792604258698,3.98382481187053,6.78148733919529e-05,0.0107889852123635
"gene:Zm00001eb363590",84.7950943671955,-4.54360818744649,1.14218776528113,-3.97798709245337,6.95011436110113e-05,0.0109922191074662
"gene:Zm00001eb005980",186.744070790804,4.12278110502555,1.03769395355622,3.97302219107724,7.09664348009037e-05,0.0111583305993678
"gene:Zm00001eb008500",55.3197433567163,-4.07111913140465,1.02525131037317,-3.97084996645636,7.16166710889231e-05,0.0111951013695807
"gene:Zm00001eb242670",317.827095407797,11.7742579900973,2.97076226291328,3.96337941177118,7.38961981010733e-05,0.0114846651927373
"gene:Zm00001eb053520",2457.87311706649,1.30648091345771,0.329882809632469,3.96043951157473,7.48119420929128e-05,0.0115601648681158
"gene:Zm00001eb052070",119.697578893803,-1.0001610716046,0.252797371045937,-3.95637449656409,7.60958371322094e-05,0.0116913644169927
"gene:Zm00001eb005990",612.269268243685,3.30512145256208,0.836051764349085,3.95324977890012,7.70968819693749e-05,0.0117778628722192
"gene:Zm00001eb008800",92.178830636605,-4.10296545746308,1.03870417209067,-3.95008084852952,7.81247993291239e-05,0.0118674659862269
"gene:Zm00001eb155320",1300.15542886634,6.81612869639515,1.72639604333496,3.94818368746266,7.87463746853585e-05,0.0118946841357597
"gene:Zm00001eb056760",1014.2345494962,4.41915060420259,1.12268850883465,3.93622146252274,8.27745915527918e-05,0.0124294183474165
"gene:Zm00001eb113490",56.4781544415518,6.64583334912455,1.6892605848346,3.93416706030306,8.34857034021535e-05,0.0124294183474165
"gene:Zm00001eb387390",119.21852072464,3.98176903449235,1.01223838698271,3.93362777552949,8.36733261755642e-05,0.0124294183474165
"gene:Zm00001eb060140",93.3044928921339,-6.53893406460187,1.66645878173757,-3.92384986431161,8.71450559230401e-05,0.0128036563858075
"gene:Zm00001eb227770",891.85660336253,-0.781060268039986,0.1989964655189,-3.92499568272887,8.67312934398702e-05,0.0128036563858075
"gene:Zm00001eb156130",274.418909524023,3.40372961257166,0.867788169835206,3.92230469472525,8.7705980602519e-05,0.0128160364155431
"gene:Zm00001eb007770",85.595537795329,-1.27418385047853,0.325187076956309,-3.91831023054376,8.91718926784408e-05,0.012959809072677
"gene:Zm00001eb030120",273.010067567504,-9.84880395520807,2.52135974770592,-3.90614784906004,9.37791455321445e-05,0.0135339097910806
"gene:Zm00001eb116620",43.7464113395889,-7.92169697256931,2.02847475365456,-3.90524799892006,9.412880317373e-05,0.0135339097910806
"gene:Zm00001eb078090",344.412795279397,1.15569835254378,0.296118055363024,3.9028297383858,9.50745845374216e-05,0.0135971827364769
"gene:Zm00001eb002200",299.719699017445,2.83627795500077,0.72904172748666,3.89041922851071,0.000100071183381941,0.0142360524211125
"gene:Zm00001eb349060",814.96108969297,-2.20357983116742,0.566813148565955,-3.88766533864379,0.000101213042634534,0.0143227109332354
"gene:Zm00001eb155410",172.427715557579,2.58155924281729,0.664795351009291,3.88323901317597,0.000103074157880907,0.0144673634581474
"gene:Zm00001eb364870",244.553982319861,3.04506388225609,0.784268529120701,3.88268019076339,0.000103311406403254,0.0144673634581474
"gene:Zm00001eb422750",25.2763418439108,5.27096496784024,1.36102769406627,3.87278303800892,0.000107599606529136,0.0149897959624294
"gene:Zm00001eb320160",663.197127915992,7.63295464199226,1.97196961138794,3.8707263022273,0.000108511569796689,0.015038920500637
"gene:Zm00001eb294850",340.249047861927,1.73361912777449,0.44808210060344,3.86897652336434,0.000109293163797832,0.0150695656155503
"gene:Zm00001eb327570",44.8770464574332,5.74365363951887,1.48581994951688,3.86564579469163,0.000110795638691682,0.0151987874362411
"gene:Zm00001eb131000",551.04288250772,-4.32473005344718,1.11950752676877,-3.86306474055575,0.000111973316890412,0.0152823683818909
"gene:Zm00001eb144800",105.311524301554,-8.34351515606154,2.16061572131702,-3.861637714538,0.000112629496439636,0.0152942892463257
"gene:Zm00001eb319620",312.033298280624,-1.13036153838162,0.293072072609341,-3.85694047309777,0.000114815108598658,0.0155127327884026
"gene:Zm00001eb139070",59.8865642186436,1.5340931966163,0.398067681266271,3.85385015868729,0.000116274771849336,0.0155536307995676
"gene:Zm00001eb260280",101.687850571467,-2.80621855401495,0.727972005465842,-3.85484405024504,0.000115803423790434,0.0155536307995676
"gene:Zm00001eb035680",959.22483646915,1.20947548888705,0.314252903123892,3.84873290545296,0.000118730377922388,0.0158034835207883
"gene:Zm00001eb312020",7602.59299634809,1.61641591504017,0.420242215083075,3.8463910978592,0.000119870372503926,0.015876624165089
"gene:Zm00001eb014210",1165.53015420262,2.38533759388609,0.620561588857283,3.84383699654778,0.000121125474799619,0.0159642188281243
"gene:Zm00001eb039930",237.913501252736,11.3564407065,2.95543371183533,3.84256316121116,0.00012175606676945,0.0159690505718546
"gene:Zm00001eb204160",81.7771753501071,-3.81877224362002,0.994344219444679,-3.84049323055624,0.000122787358422988,0.0160261344947519
"gene:Zm00001eb173840",105.379913897393,-3.64970769715782,0.950920969685315,-3.83807678398931,0.000124001710526071,0.016106444400553
"gene:Zm00001eb009460",613.984889254776,-1.6673275931283,0.435184838244123,-3.83130901309799,0.00012746329712323,0.0164764695661168
"gene:Zm00001eb169370",94.2620082149083,1.74111871913992,0.45514022853837,3.82545556285219,0.000130530479121216,0.0167922152733595
"gene:Zm00001eb351810",72.4095180273166,6.0378751561453,1.57953544026831,3.82256390215574,0.000132071237005549,0.0169095207112771
"gene:Zm00001eb235710",386.826149169092,2.61042972295828,0.683646683040526,3.81839009493671,0.000134325403250405,0.0171166214085007
