"term_id","term_name","source","p_value","intersection_size","query_size","term_size","precision","recall"
"GO:0007165","signal transduction","GO:BP",0.0040863546543922,289,3389,1505,0.0852758925936855,0.19202657807309
"GO:0034219","carbohydrate transmembrane transport","GO:BP",0.00436429774861563,26,3389,78,0.00767187961050457,0.333333333333333
"GO:0019752","carboxylic acid metabolic process","GO:BP",0.00438400952284316,211,3389,1059,0.0622602537621717,0.199244570349386
"GO:0006458","'de novo' protein folding","GO:BP",0.00446881938594285,25,3389,74,0.00737680731779286,0.337837837837838
"GO:0009768","photosynthesis, light harvesting in photosystem I","GO:BP",0.00484265314136852,11,3389,21,0.00324579521982886,0.523809523809524
"GO:0097305","response to alcohol","GO:BP",0.00484265314136852,48,3389,180,0.0141634700501623,0.266666666666667
"GO:0003333","amino acid transmembrane transport","GO:BP",0.00484265314136852,32,3389,105,0.00944231336677486,0.304761904761905
"GO:0009065","glutamine family amino acid catabolic process","GO:BP",0.00519857029674526,9,3389,15,0.00265565063440543,0.6
"GO:0080090","regulation of primary metabolic process","GO:BP",0.00629517665510401,598,3389,3358,0.176453231041605,0.178082191780822
"GO:0010468","regulation of gene expression","GO:BP",0.00640523698676169,614,3389,3456,0.181174387724993,0.177662037037037
"GO:0072351","tricarboxylic acid biosynthetic process","GO:BP",0.00738698896056644,7,3389,10,0.002065506048982,0.7
"GO:0030418","nicotianamine biosynthetic process","GO:BP",0.00738698896056644,7,3389,10,0.002065506048982,0.7
"GO:0010556","regulation of macromolecule biosynthetic process","GO:BP",0.00738698896056644,615,3389,3468,0.181469460017704,0.177335640138408
"GO:0030417","nicotianamine metabolic process","GO:BP",0.00738698896056644,7,3389,10,0.002065506048982,0.7
"GO:0009416","response to light stimulus","GO:BP",0.007472369275971,69,3389,290,0.0203599881971083,0.237931034482759
"GO:0042026","protein refolding","GO:BP",0.007472369275971,25,3389,77,0.00737680731779286,0.324675324675325
"GO:0009308","amine metabolic process","GO:BP",0.007472369275971,35,3389,122,0.01032753024491,0.286885245901639
"GO:0034620","cellular response to unfolded protein","GO:BP",0.00751834479357106,17,3389,44,0.00501622897609914,0.386363636363636
"GO:0016115","terpenoid catabolic process","GO:BP",0.00866492710872402,9,3389,16,0.00265565063440543,0.5625
"GO:0046351","disaccharide biosynthetic process","GO:BP",0.00921332530116561,21,3389,61,0.006196518146946,0.344262295081967
"GO:1905039","carboxylic acid transmembrane transport","GO:BP",0.0092330332468074,20,3389,57,0.00590144585423429,0.350877192982456
"GO:0009889","regulation of biosynthetic process","GO:BP",0.0092330332468074,617,3389,3492,0.182059604603128,0.176689576174112
"GO:1903825","organic acid transmembrane transport","GO:BP",0.0092330332468074,20,3389,57,0.00590144585423429,0.350877192982456
"GO:0015994","chlorophyll metabolic process","GO:BP",0.00940517350484396,17,3389,45,0.00501622897609914,0.377777777777778
"GO:0006865","amino acid transport","GO:BP",0.00940517350484396,32,3389,110,0.00944231336677486,0.290909090909091
"GO:0170040","proteinogenic amino acid catabolic process","GO:BP",0.0106194054143215,29,3389,97,0.00855709648863972,0.298969072164948
"GO:0006536","glutamate metabolic process","GO:BP",0.0122014359461283,10,3389,20,0.00295072292711714,0.5
"GO:0009063","amino acid catabolic process","GO:BP",0.0122014359461283,34,3389,121,0.0100324579521983,0.28099173553719
"GO:0050794","regulation of cellular process","GO:BP",0.0124472212156148,890,3389,5181,0.262614340513426,0.171781509361127
"GO:0006002","fructose 6-phosphate metabolic process","GO:BP",0.0124472212156148,12,3389,27,0.00354086751254057,0.444444444444444
"GO:0009312","oligosaccharide biosynthetic process","GO:BP",0.0132422867307502,21,3389,63,0.006196518146946,0.333333333333333
"GO:1901701","cellular response to oxygen-containing compound","GO:BP",0.0136763141310638,74,3389,324,0.0218353496606669,0.228395061728395
"GO:0006000","fructose metabolic process","GO:BP",0.0136763141310638,7,3389,11,0.002065506048982,0.636363636363636
"GO:0045487","gibberellin catabolic process","GO:BP",0.0140012048841339,8,3389,14,0.00236057834169371,0.571428571428571
"GO:0016103","diterpenoid catabolic process","GO:BP",0.0140012048841339,8,3389,14,0.00236057834169371,0.571428571428571
"GO:0055062","phosphate ion homeostasis","GO:BP",0.0153343692609922,5,3389,6,0.00147536146355857,0.833333333333333
"GO:0009611","response to wounding","GO:BP",0.0170845107032332,25,3389,82,0.00737680731779286,0.304878048780488
"GO:0005984","disaccharide metabolic process","GO:BP",0.0181881711999794,31,3389,110,0.00914724107406314,0.281818181818182
"GO:2000022","regulation of jasmonic acid mediated signaling pathway","GO:BP",0.0198273560984084,15,3389,40,0.00442608439067572,0.375
"GO:0098754","detoxification","GO:BP",0.0205909915138049,76,3389,340,0.0224254942460903,0.223529411764706
"GO:0031407","oxylipin metabolic process","GO:BP",0.0210282617093425,11,3389,25,0.00324579521982886,0.44
"GO:0031408","oxylipin biosynthetic process","GO:BP",0.0210282617093425,11,3389,25,0.00324579521982886,0.44
"GO:0016101","diterpenoid metabolic process","GO:BP",0.0215171444577113,19,3389,57,0.00560637356152257,0.333333333333333
"GO:0035967","cellular response to topologically incorrect protein","GO:BP",0.0238601694673259,17,3389,49,0.00501622897609914,0.346938775510204
"GO:1901606","alpha-amino acid catabolic process","GO:BP",0.0265571528710623,30,3389,108,0.00885216878135143,0.277777777777778
"GO:0009311","oligosaccharide metabolic process","GO:BP",0.0273574491653662,31,3389,113,0.00914724107406314,0.274336283185841
"GO:0009414","response to water deprivation","GO:BP",0.0278131920088456,21,3389,67,0.006196518146946,0.313432835820896
"GO:0006576","biogenic amine metabolic process","GO:BP",0.027858142354776,23,3389,76,0.00678666273236943,0.302631578947368
"GO:0030001","metal ion transport","GO:BP",0.0281749377259866,82,3389,377,0.0241959280023606,0.217506631299735
"GO:0006835","dicarboxylic acid transport","GO:BP",0.0286122560672746,11,3389,26,0.00324579521982886,0.423076923076923
"GO:0010476","gibberellin mediated signaling pathway","GO:BP",0.0286122560672746,11,3389,26,0.00324579521982886,0.423076923076923
"GO:0036293","response to decreased oxygen levels","GO:BP",0.0304479629108445,12,3389,30,0.00354086751254057,0.4
"GO:0070482","response to oxygen levels","GO:BP",0.0304479629108445,12,3389,30,0.00354086751254057,0.4
"GO:0006720","isoprenoid metabolic process","GO:BP",0.0316317866521914,54,3389,230,0.0159339038064326,0.234782608695652
"GO:0042592","homeostatic process","GO:BP",0.031835866951049,74,3389,336,0.0218353496606669,0.220238095238095
"GO:0009314","response to radiation","GO:BP",0.0338203781285225,69,3389,310,0.0203599881971083,0.22258064516129
"GO:0005986","sucrose biosynthetic process","GO:BP",0.0357431857424587,8,3389,16,0.00236057834169371,0.5
"GO:0006538","glutamate catabolic process","GO:BP",0.0367810633088108,5,3389,7,0.00147536146355857,0.714285714285714
"GO:0006561","proline biosynthetic process","GO:BP",0.0367810633088108,5,3389,7,0.00147536146355857,0.714285714285714
"GO:0009640","photomorphogenesis","GO:BP",0.0367810633088108,16,3389,47,0.00472115668338743,0.340425531914894
"GO:0009685","gibberellin metabolic process","GO:BP",0.0375335483173982,11,3389,27,0.00324579521982886,0.407407407407407
"GO:0071370","cellular response to gibberellin stimulus","GO:BP",0.0375335483173982,11,3389,27,0.00324579521982886,0.407407407407407
"GO:1990748","cellular detoxification","GO:BP",0.0376603197111323,63,3389,280,0.018589554440838,0.225
"GO:0097237","cellular response to toxic substance","GO:BP",0.0376603197111323,63,3389,280,0.018589554440838,0.225
"GO:0015979","photosynthesis","GO:BP",0.0377223165915634,71,3389,323,0.0209501327825317,0.219814241486068
"GO:0060255","regulation of macromolecule metabolic process","GO:BP",0.0377223165915634,636,3389,3674,0.18766597816465,0.173108328796952
"GO:0015996","chlorophyll catabolic process","GO:BP",0.0380752693513902,7,3389,13,0.002065506048982,0.538461538461538
"GO:0048583","regulation of response to stimulus","GO:BP",0.0380752693513902,75,3389,345,0.0221304219533786,0.217391304347826
"GO:0006721","terpenoid metabolic process","GO:BP",0.0380752693513902,37,3389,146,0.0109176748303334,0.253424657534247
"GO:0098869","cellular oxidant detoxification","GO:BP",0.0383793935061198,60,3389,265,0.0177043375627029,0.226415094339623
"GO:0071396","cellular response to lipid","GO:BP",0.0383793935061198,57,3389,249,0.0168191206845677,0.228915662650602
"GO:0006952","defense response","GO:BP",0.0383793935061198,136,3389,685,0.0401298318087932,0.198540145985401
"GO:0048639","positive regulation of developmental growth","GO:BP",0.0384725483914603,6,3389,10,0.00177043375627029,0.6
"GO:0042401","biogenic amine biosynthetic process","GO:BP",0.0393619467687218,19,3389,61,0.00560637356152257,0.311475409836066
"GO:0080134","regulation of response to stress","GO:BP",0.0393619467687218,42,3389,172,0.012393036293892,0.244186046511628
"GO:0009415","response to water","GO:BP",0.0393619467687218,21,3389,70,0.006196518146946,0.3
"GO:0008643","carbohydrate transport","GO:BP",0.0393619467687218,33,3389,127,0.00973738565948657,0.259842519685039
"GO:0009309","amine biosynthetic process","GO:BP",0.0393619467687218,19,3389,61,0.00560637356152257,0.311475409836066
"GO:0009607","response to biotic stimulus","GO:BP",0.0395064161260587,117,3389,579,0.0345234582472706,0.202072538860104
"GO:0046777","protein autophosphorylation","GO:BP",0.0420873045871115,22,3389,75,0.00649159043965772,0.293333333333333
"GO:0009740","gibberellic acid mediated signaling pathway","GO:BP",0.0429008947961739,10,3389,24,0.00295072292711714,0.416666666666667
"GO:0009765","photosynthesis, light harvesting","GO:BP",0.0438209037980875,14,3389,40,0.004131012097964,0.35
"GO:0009909","regulation of flower development","GO:BP",0.0460181898312235,21,3389,71,0.006196518146946,0.295774647887324
"GO:0006468","protein phosphorylation","GO:BP",0.0468792714417415,288,3389,1579,0.0849808203009737,0.18239392020266
"GO:0071944","cell periphery","GO:CC",1.57854079063403e-07,418,3304,1985,0.126513317191283,0.210579345088161
"GO:0005886","plasma membrane","GO:CC",1.11794653810887e-06,342,3304,1606,0.103510895883777,0.212951432129514
"GO:0009507","chloroplast","GO:CC",0.000160779983587767,285,3304,1377,0.0862590799031477,0.206971677559913
"GO:0110165","cellular anatomical structure","GO:CC",0.000160779983587767,3286,3304,20322,0.99455205811138,0.161696683397303
"GO:0009579","thylakoid","GO:CC",0.00019976638823669,117,3304,485,0.0354116222760291,0.241237113402062
"GO:0009534","chloroplast thylakoid","GO:CC",0.000253889280851856,75,3304,282,0.0226997578692494,0.265957446808511
"GO:0031976","plastid thylakoid","GO:CC",0.000253889280851856,75,3304,282,0.0226997578692494,0.265957446808511
"GO:0005576","extracellular region","GO:CC",0.000493290133751299,166,3304,757,0.0502421307506053,0.219286657859974
"GO:0009536","plastid","GO:CC",0.000493290133751299,313,3304,1564,0.0947336561743341,0.200127877237852
"GO:0042170","plastid membrane","GO:CC",0.000647812687563006,94,3304,386,0.0284503631961259,0.243523316062176
"GO:0055035","plastid thylakoid membrane","GO:CC",0.000798140096075758,63,3304,237,0.0190677966101695,0.265822784810127
"GO:0009535","chloroplast thylakoid membrane","GO:CC",0.000798140096075758,63,3304,237,0.0190677966101695,0.265822784810127
"GO:0031968","organelle outer membrane","GO:CC",0.000798140096075758,85,3304,345,0.025726392251816,0.246376811594203
"GO:0042651","thylakoid membrane","GO:CC",0.000901036238392135,74,3304,292,0.0223970944309927,0.253424657534247
"GO:0019867","outer membrane","GO:CC",0.00105627423948298,85,3304,349,0.025726392251816,0.243553008595989
"GO:0009526","plastid envelope","GO:CC",0.00105627423948298,113,3304,493,0.0342009685230024,0.22920892494929
"GO:0016020","membrane","GO:CC",0.00189411496142047,1572,3304,9174,0.475786924939467,0.171353826030085
"GO:0034357","photosynthetic membrane","GO:CC",0.00252033854796951,77,3304,318,0.0233050847457627,0.242138364779874
"GO:0048471","perinuclear region of cytoplasm","GO:CC",0.0250847672048195,7,3304,12,0.00211864406779661,0.583333333333333
"GO:0030312","external encapsulating structure","GO:CC",0.0350280670129864,62,3304,268,0.0187651331719128,0.23134328358209
"GO:0003700","DNA-binding transcription factor activity","GO:MF",1.19963539540345e-10,371,3942,1623,0.0941146626078133,0.228589032655576
"GO:0051082","unfolded protein binding","GO:MF",1.19963539540345e-10,76,3942,204,0.0192795535261289,0.372549019607843
"GO:0016491","oxidoreductase activity","GO:MF",2.22747835731893e-08,447,3942,2107,0.113394216133942,0.212149976269578
"GO:0140110","transcription regulator activity","GO:MF",5.08623978606357e-07,383,3942,1806,0.0971588026382547,0.212070874861573
"GO:0043169","cation binding","GO:MF",2.52619510113531e-06,794,3942,4168,0.201420598680873,0.190499040307102
"GO:0046872","metal ion binding","GO:MF",2.59541578480491e-06,787,3942,4132,0.199644850329782,0.190464666021297
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:MF",1.7040315732641e-05,128,3942,510,0.0324708269913749,0.250980392156863
"GO:0043565","sequence-specific DNA binding","GO:MF",0.000115712946042407,246,3942,1150,0.0624048706240487,0.213913043478261
"GO:0051787","misfolded protein binding","GO:MF",0.000115712946042407,14,3942,22,0.00355149670218163,0.636363636363636
"GO:0051213","dioxygenase activity","GO:MF",0.000243617381656465,54,3942,179,0.0136986301369863,0.301675977653631
"GO:0046906","tetrapyrrole binding","GO:MF",0.000428999061293622,151,3942,663,0.0383054287163876,0.227752639517345
"GO:0022857","transmembrane transporter activity","GO:MF",0.000624567395693808,349,3942,1752,0.0885337392186707,0.199200913242009
"GO:0004497","monooxygenase activity","GO:MF",0.00132952194623446,112,3942,475,0.0284119736174531,0.235789473684211
"GO:0050308","sugar-phosphatase activity","GO:MF",0.00142685301363236,20,3942,47,0.00507356671740233,0.425531914893617
"GO:0020037","heme binding","GO:MF",0.00142685301363236,137,3942,607,0.034753932014206,0.225700164744646
"GO:0005215","transporter activity","GO:MF",0.00256939324956014,351,3942,1798,0.089041095890411,0.195216907675195
"GO:0005506","iron ion binding","GO:MF",0.00256939324956014,114,3942,495,0.0289193302891933,0.23030303030303
"GO:0019203","carbohydrate phosphatase activity","GO:MF",0.00352104282749854,20,3942,50,0.00507356671740233,0.4
"GO:0015171","amino acid transmembrane transporter activity","GO:MF",0.00385042257872749,31,3942,95,0.00786402841197362,0.326315789473684
"GO:0016161","beta-amylase activity","GO:MF",0.0104231722874805,10,3942,18,0.00253678335870117,0.555555555555556
"GO:0030410","nicotianamine synthase activity","GO:MF",0.0147007524905997,7,3942,10,0.00177574835109082,0.7
"GO:0046914","transition metal ion binding","GO:MF",0.0156880128433293,280,3942,1439,0.0710299340436327,0.19457956914524
"GO:0003677","DNA binding","GO:MF",0.0172529532786828,596,3942,3280,0.15119228817859,0.181707317073171
"GO:0016160","amylase activity","GO:MF",0.0186594628025228,12,3942,26,0.0030441400304414,0.461538461538462
"GO:0031072","heat shock protein binding","GO:MF",0.0205612796493008,30,3942,100,0.0076103500761035,0.3
"GO:0003825","alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity","GO:MF",0.0281937114570246,9,3942,17,0.00228310502283105,0.529411764705882
"GO:0051119","sugar transmembrane transporter activity","GO:MF",0.0373594871803,19,3942,56,0.00481988838153222,0.339285714285714
"GO:0044183","protein folding chaperone","GO:MF",0.0373594871803,43,3942,166,0.010908168442415,0.259036144578313
"GO:0030246","carbohydrate binding","GO:MF",0.0373594871803,85,3942,381,0.0215626585489599,0.223097112860892
"GO:0001067","transcription regulatory region nucleic acid binding","GO:MF",0.0373594871803,129,3942,617,0.032724505327245,0.209076175040519
"GO:0000987","cis-regulatory region sequence-specific DNA binding","GO:MF",0.0373594871803,71,3942,308,0.0180111618467783,0.23051948051948
"GO:1990837","sequence-specific double-stranded DNA binding","GO:MF",0.0373594871803,133,3942,638,0.0337392186707255,0.20846394984326
"GO:0000976","transcription cis-regulatory region binding","GO:MF",0.0373594871803,129,3942,617,0.032724505327245,0.209076175040519
"GO:0003690","double-stranded DNA binding","GO:MF",0.0378005105628258,156,3942,768,0.0395738203957382,0.203125
"GO:0005310","dicarboxylic acid transmembrane transporter activity","GO:MF",0.0378005105628258,6,3942,9,0.0015220700152207,0.666666666666667
"GO:0015556","C4-dicarboxylate transmembrane transporter activity","GO:MF",0.0378005105628258,6,3942,9,0.0015220700152207,0.666666666666667
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","GO:MF",0.0426957868876353,31,3942,111,0.00786402841197362,0.279279279279279
"GO:0004805","trehalose-phosphatase activity","GO:MF",0.0426957868876353,13,3942,33,0.00329781836631152,0.393939393939394
"GO:0043177","organic acid binding","GO:MF",0.0442562586689396,22,3942,71,0.00558092338914257,0.309859154929577
"GO:0005342","organic acid transmembrane transporter activity","GO:MF",0.0442562586689396,22,3942,71,0.00558092338914257,0.309859154929577
"GO:0015144","carbohydrate transmembrane transporter activity","GO:MF",0.0442562586689396,26,3942,89,0.00659563673262303,0.292134831460674
"GO:0046943","carboxylic acid transmembrane transporter activity","GO:MF",0.0442562586689396,22,3942,71,0.00558092338914257,0.309859154929577
"GO:0031406","carboxylic acid binding","GO:MF",0.0442562586689396,22,3942,71,0.00558092338914257,0.309859154929577
