"term_id","term_name","source","p_value","intersection_size","query_size","term_size","precision","recall"
"GO:1901700","response to oxygen-containing compound","GO:BP",0.00304464119395767,222,6405,595,0.0346604215456674,0.373109243697479
"GO:0003333","amino acid transmembrane transport","GO:BP",0.00363129413754616,51,6405,105,0.00796252927400468,0.485714285714286
"GO:0019318","hexose metabolic process","GO:BP",0.0049066278391895,81,6405,187,0.0126463700234192,0.433155080213904
"GO:0005996","monosaccharide metabolic process","GO:BP",0.00513845117578438,104,6405,252,0.0162373145979703,0.412698412698413
"GO:0006865","amino acid transport","GO:BP",0.0069783067055983,52,6405,110,0.00811865729898517,0.472727272727273
"GO:0032787","monocarboxylic acid metabolic process","GO:BP",0.00727222933757634,194,6405,519,0.0302888368462139,0.373795761078998
"GO:0051156","glucose 6-phosphate metabolic process","GO:BP",0.00828727282141211,22,6405,36,0.00343481654957065,0.611111111111111
"GO:0009416","response to light stimulus","GO:BP",0.00868657367059692,116,6405,290,0.0181108508977361,0.4
"GO:0006796","phosphate-containing compound metabolic process","GO:BP",0.00926308417178669,1086,6405,3358,0.169555035128806,0.323406789755807
"GO:0006793","phosphorus metabolic process","GO:BP",0.00948699978347497,1086,6405,3359,0.169555035128806,0.323310509080083
"GO:0009657","plastid organization","GO:BP",0.0126703230798816,73,6405,170,0.0113973458235753,0.429411764705882
"GO:0006629","lipid metabolic process","GO:BP",0.0132632318774987,432,6405,1263,0.0674473067915691,0.342042755344418
"GO:0170039","proteinogenic amino acid metabolic process","GO:BP",0.0133543047700814,136,6405,352,0.0212334113973458,0.386363636363636
"GO:0019637","organophosphate metabolic process","GO:BP",0.0140186776019066,359,6405,1035,0.0560499609679938,0.346859903381643
"GO:0042026","protein refolding","GO:BP",0.0165195174959504,38,6405,77,0.00593286494925839,0.493506493506494
"GO:0010207","photosystem II assembly","GO:BP",0.0167109976482689,11,6405,14,0.00171740827478532,0.785714285714286
"GO:0005986","sucrose biosynthetic process","GO:BP",0.0168375386140046,12,6405,16,0.00187353629976581,0.75
"GO:0009097","isoleucine biosynthetic process","GO:BP",0.0168375386140046,13,6405,18,0.00202966432474629,0.722222222222222
"GO:0006549","isoleucine metabolic process","GO:BP",0.0168375386140046,13,6405,18,0.00202966432474629,0.722222222222222
"GO:0170033","L-amino acid metabolic process","GO:BP",0.0171804708810294,131,6405,340,0.0204527712724434,0.385294117647059
"GO:0015994","chlorophyll metabolic process","GO:BP",0.0173278664109701,25,6405,45,0.0039032006245121,0.555555555555556
"GO:0061077","chaperone-mediated protein folding","GO:BP",0.0173871861005603,42,6405,88,0.00655737704918033,0.477272727272727
"GO:0043603","amide metabolic process","GO:BP",0.018099389275587,112,6405,285,0.0174863387978142,0.392982456140351
"GO:0050896","response to stimulus","GO:BP",0.018099389275587,1455,6405,4589,0.227166276346604,0.317062540858575
"GO:0051604","protein maturation","GO:BP",0.0192512982771714,200,6405,549,0.0312256049960968,0.364298724954463
"GO:0006091","generation of precursor metabolites and energy","GO:BP",0.0205336631587699,236,6405,660,0.0368462138953942,0.357575757575758
"GO:0031347","regulation of defense response","GO:BP",0.0209760861350983,51,6405,113,0.00796252927400468,0.451327433628319
"GO:0006098","pentose-phosphate shunt","GO:BP",0.0266620851000873,15,6405,23,0.00234192037470726,0.652173913043478
"GO:0010109","regulation of photosynthesis","GO:BP",0.0288500228798348,14,6405,21,0.00218579234972678,0.666666666666667
"GO:0000963","mitochondrial RNA processing","GO:BP",0.0288500228798348,14,6405,21,0.00218579234972678,0.666666666666667
"GO:1901605","alpha-amino acid metabolic process","GO:BP",0.0328863081049946,142,6405,379,0.0221701795472287,0.37467018469657
"GO:1900140","regulation of seedling development","GO:BP",0.0328863081049946,12,6405,17,0.00187353629976581,0.705882352941177
"GO:0010029","regulation of seed germination","GO:BP",0.032925641882071,11,6405,15,0.00171740827478532,0.733333333333333
"GO:0043467","regulation of generation of precursor metabolites and energy","GO:BP",0.032925641882071,11,6405,15,0.00171740827478532,0.733333333333333
"GO:0015748","organophosphate ester transport","GO:BP",0.0357987685504281,60,6405,141,0.00936768149882904,0.425531914893617
"GO:0015711","organic anion transport","GO:BP",0.0357987685504281,69,6405,166,0.0107728337236534,0.41566265060241
"GO:0009658","chloroplast organization","GO:BP",0.0357987685504281,59,6405,138,0.00921155347384856,0.427536231884058
"GO:0006004","fucose metabolic process","GO:BP",0.0357987685504281,32,6405,65,0.00499609679937549,0.492307692307692
"GO:0006637","acyl-CoA metabolic process","GO:BP",0.0357987685504281,28,6405,55,0.00437158469945355,0.509090909090909
"GO:0090351","seedling development","GO:BP",0.0357987685504281,22,6405,40,0.00343481654957065,0.55
"GO:0035383","thioester metabolic process","GO:BP",0.0357987685504281,28,6405,55,0.00437158469945355,0.509090909090909
"GO:0009110","vitamin biosynthetic process","GO:BP",0.0357987685504281,41,6405,89,0.00640124902419984,0.460674157303371
"GO:0042549","photosystem II stabilization","GO:BP",0.0357987685504281,6,6405,6,0.000936768149882904,1
"GO:0008643","carbohydrate transport","GO:BP",0.0357987685504281,55,6405,127,0.00858704137392662,0.433070866141732
"GO:0006740","NADPH regeneration","GO:BP",0.039946733931237,15,6405,24,0.00234192037470726,0.625
"GO:0006986","response to unfolded protein","GO:BP",0.0424661431100335,25,6405,48,0.0039032006245121,0.520833333333333
"GO:0006766","vitamin metabolic process","GO:BP",0.0466036912990777,45,6405,101,0.00702576112412178,0.445544554455446
"GO:0009845","seed germination","GO:BP",0.0466036912990777,20,6405,36,0.00312256049960968,0.555555555555556
"GO:0015995","chlorophyll biosynthetic process","GO:BP",0.0486231414303166,17,6405,29,0.00265417642466823,0.586206896551724
"GO:0051084","'de novo' post-translational protein folding","GO:BP",0.0499901717343599,31,6405,64,0.004839968774395,0.484375
"GO:0006468","protein phosphorylation","GO:BP",0.0499901717343599,522,6405,1579,0.0814988290398126,0.330588980367321
"GO:0051085","chaperone cofactor-dependent protein refolding","GO:BP",0.0499901717343599,31,6405,64,0.004839968774395,0.484375
"GO:0009507","chloroplast","GO:CC",2.09467076636357e-27,615,6297,1377,0.097665555026203,0.446623093681917
"GO:0009536","plastid","GO:CC",1.66193126909771e-26,679,6297,1564,0.107829124980149,0.434143222506394
"GO:0009526","plastid envelope","GO:CC",1.52332359361217e-14,238,6297,493,0.0377957757662379,0.482758620689655
"GO:0009579","thylakoid","GO:CC",2.08136147058367e-12,228,6297,485,0.0362077179609338,0.470103092783505
"GO:0009534","chloroplast thylakoid","GO:CC",8.03104377324222e-12,146,6297,282,0.02318564395744,0.517730496453901
"GO:0031976","plastid thylakoid","GO:CC",8.03104377324222e-12,146,6297,282,0.02318564395744,0.517730496453901
"GO:0005737","cytoplasm","GO:CC",1.28152826298163e-11,2923,6297,8776,0.464189296490392,0.333067456700091
"GO:0042170","plastid membrane","GO:CC",1.78024134885542e-11,186,6297,386,0.0295378751786565,0.481865284974093
"GO:0042651","thylakoid membrane","GO:CC",3.30033973057627e-11,148,6297,292,0.0235032555185009,0.506849315068493
"GO:0034357","photosynthetic membrane","GO:CC",2.08798353847248e-10,156,6297,318,0.0247737017627442,0.490566037735849
"GO:0009535","chloroplast thylakoid membrane","GO:CC",7.35632099535537e-10,122,6297,237,0.0193743052247102,0.514767932489452
"GO:0055035","plastid thylakoid membrane","GO:CC",7.35632099535537e-10,122,6297,237,0.0193743052247102,0.514767932489452
"GO:0009941","chloroplast envelope","GO:CC",2.01282842049593e-07,125,6297,262,0.0198507225663014,0.477099236641221
"GO:0031968","organelle outer membrane","GO:CC",5.41763629376289e-07,155,6297,345,0.0246148959822138,0.449275362318841
"GO:0031967","organelle envelope","GO:CC",6.49974963881578e-07,359,6297,920,0.0570112752104177,0.390217391304348
"GO:0019867","outer membrane","GO:CC",6.49974963881578e-07,156,6297,349,0.0247737017627442,0.446991404011461
"GO:0009522","photosystem I","GO:CC",1.90079246953063e-05,34,6297,53,0.00539939653803398,0.641509433962264
"GO:0005886","plasma membrane","GO:CC",2.13293732627529e-05,579,6297,1606,0.0919485469271081,0.36052303860523
"GO:0009570","chloroplast stroma","GO:CC",5.26711347543139e-05,113,6297,253,0.0179450531999365,0.446640316205534
"GO:0009532","plastid stroma","GO:CC",5.78685203122995e-05,115,6297,259,0.0182626647609973,0.444015444015444
"GO:0009521","photosystem","GO:CC",7.54684789944342e-05,66,6297,132,0.0104811815150071,0.5
"GO:0009523","photosystem II","GO:CC",0.000112545420443735,53,6297,101,0.0084167063681118,0.524752475247525
"GO:0031977","thylakoid lumen","GO:CC",0.000257287353237863,17,6297,22,0.00269969826901699,0.772727272727273
"GO:0031090","organelle membrane","GO:CC",0.000431439840896692,688,6297,1980,0.109258377004923,0.347474747474747
"GO:0098588","bounding membrane of organelle","GO:CC",0.00198450680536998,426,6297,1197,0.0676512625059552,0.355889724310777
"GO:0009654","photosystem II oxygen evolving complex","GO:CC",0.00389618040742247,22,6297,36,0.00349372717166905,0.611111111111111
"GO:0016020","membrane","GO:CC",0.00686507680732876,2919,6297,9174,0.463554073368271,0.318181818181818
"GO:0031969","chloroplast membrane","GO:CC",0.00843140487325314,63,6297,142,0.0100047641734159,0.443661971830986
"GO:0071944","cell periphery","GO:CC",0.00843140487325314,674,6297,1985,0.107035096077497,0.339546599496222
"GO:0010287","plastoglobule","GO:CC",0.0246951597985301,16,6297,26,0.00254089248848658,0.615384615384615
"GO:0009538","photosystem I reaction center","GO:CC",0.0328602467914112,7,6297,8,0.00111164046371288,0.875
"GO:0110165","cellular anatomical structure","GO:CC",0.0347115626105893,6235,6297,20322,0.990154041607115,0.306810353311682
"GO:1990204","oxidoreductase complex","GO:CC",0.0442160335022286,42,6297,93,0.00666984278227727,0.451612903225806
"GO:0051082","unfolded protein binding","GO:MF",0.00243464610570891,92,7197,204,0.0127831040711408,0.450980392156863
"GO:0015291","secondary active transmembrane transporter activity","GO:MF",0.0467424196690618,143,7197,372,0.019869390023621,0.384408602150538
"GO:0015171","amino acid transmembrane transporter activity","GO:MF",0.0467424196690618,46,7197,95,0.00639155203557038,0.48421052631579
"GO:0015605","organophosphate ester transmembrane transporter activity","GO:MF",0.0467424196690618,52,7197,112,0.00722523273586216,0.464285714285714
