"term_id","term_name","source","p_value","intersection_size","query_size","term_size","precision","recall"
"GO:0034440","lipid oxidation","GO:BP",0.0447651550609448,14,2195,58,0.00637813211845102,0.241379310344828
"GO:0070726","cell wall assembly","GO:BP",0.0447651550609448,5,2195,10,0.00227790432801822,0.5
"GO:0035556","intracellular signal transduction","GO:BP",0.0447651550609448,82,2195,586,0.0373576309794989,0.139931740614334
"GO:0007051","spindle organization","GO:BP",0.0463900026444963,17,2195,78,0.00774487471526196,0.217948717948718
"GO:0006085","acetyl-CoA biosynthetic process","GO:BP",0.0463900026444963,8,2195,24,0.00364464692482916,0.333333333333333
"GO:0008104","protein localization","GO:BP",0.0475464559990402,141,2195,1098,0.0642369020501139,0.128415300546448
"GO:0009833","plant-type primary cell wall biogenesis","GO:BP",0.0477499367050296,10,2195,35,0.00455580865603645,0.285714285714286
"GO:0019252","starch biosynthetic process","GO:BP",0.0491376036545415,11,2195,41,0.00501138952164009,0.268292682926829
"GO:0006040","amino sugar metabolic process","GO:BP",0.0491376036545415,11,2195,41,0.00501138952164009,0.268292682926829
"GO:0070727","cellular macromolecule localization","GO:BP",0.0491376036545415,141,2195,1100,0.0642369020501139,0.128181818181818
"GO:0006520","amino acid metabolic process","GO:BP",0.0493402117086144,84,2195,607,0.0382687927107061,0.13838550247117
"GO:0005737","cytoplasm","GO:CC",7.17524512132276e-12,1123,2238,8776,0.501787310098302,0.127962625341841
"GO:0005829","cytosol","GO:CC",0.000149888623389035,220,2238,1481,0.098302055406613,0.148548278190412
"GO:0009570","chloroplast stroma","GO:CC",0.00271485307565422,50,2238,253,0.0223413762287757,0.197628458498024
"GO:0009532","plastid stroma","GO:CC",0.00271485307565422,51,2238,259,0.0227882037533512,0.196911196911197
"GO:0009501","amyloplast","GO:CC",0.00276074588693497,10,2238,21,0.00446827524575514,0.476190476190476
"GO:0033180","proton-transporting V-type ATPase, V1 domain","GO:CC",0.00283382412649318,8,2238,14,0.00357462019660411,0.571428571428571
"GO:0005622","intracellular anatomical structure","GO:CC",0.00377466444295325,1655,2238,14504,0.739499553172475,0.114106453392168
"GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","GO:CC",0.0127379109433407,8,2238,17,0.00357462019660411,0.470588235294118
"GO:0033176","proton-transporting V-type ATPase complex","GO:CC",0.0250373136219273,13,2238,43,0.00580875781948168,0.302325581395349
"GO:0005759","mitochondrial matrix","GO:CC",0.0250373136219273,29,2238,140,0.0129579982126899,0.207142857142857
"GO:0012505","endomembrane system","GO:CC",0.0266527774627941,296,2238,2292,0.132260947274352,0.129144851657941
"GO:0090533","cation-transporting ATPase complex","GO:CC",0.0266527774627941,13,2238,44,0.00580875781948168,0.295454545454545
"GO:0005773","vacuole","GO:CC",0.027068133027322,63,2238,386,0.0281501340482574,0.163212435233161
"GO:0098533","ATPase dependent transmembrane transport complex","GO:CC",0.0281396636317047,13,2238,45,0.00580875781948168,0.288888888888889
"GO:0005777","peroxisome","GO:CC",0.0289670351379377,28,2238,139,0.0125111706881144,0.201438848920863
"GO:0005774","vacuolar membrane","GO:CC",0.0289670351379377,39,2238,214,0.017426273458445,0.182242990654206
"GO:0042579","microbody","GO:CC",0.0289670351379377,28,2238,139,0.0125111706881144,0.201438848920863
"GO:0016469","proton-transporting two-sector ATPase complex","GO:CC",0.0424239003361603,13,2238,48,0.00580875781948168,0.270833333333333
"GO:0031984","organelle subcompartment","GO:CC",0.0441383423543021,100,2238,689,0.0446827524575514,0.145137880986938
"GO:0009331","glycerol-3-phosphate dehydrogenase (FAD) complex","GO:CC",0.0447172537026043,4,2238,6,0.00178731009830206,0.666666666666667
"GO:0071007","U2-type catalytic step 2 spliceosome","GO:CC",0.0447172537026043,4,2238,6,0.00178731009830206,0.666666666666667
"GO:0000314","organellar small ribosomal subunit","GO:CC",0.0447172537026043,7,2238,18,0.0031277926720286,0.388888888888889
"GO:0005763","mitochondrial small ribosomal subunit","GO:CC",0.0447172537026043,7,2238,18,0.0031277926720286,0.388888888888889
"GO:0009507","chloroplast","GO:CC",0.0449715965209343,183,2238,1377,0.081769436997319,0.132897603485839
"GO:1904949","ATPase complex","GO:CC",0.0449715965209343,20,2238,93,0.00893655049151028,0.21505376344086
"GO:0016471","vacuolar proton-transporting V-type ATPase complex","GO:CC",0.0492989337425453,5,2238,10,0.00223413762287757,0.5
"GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","GO:MF",0.000728338307441729,17,2475,44,0.00686868686868687,0.386363636363636
"GO:0003729","mRNA binding","GO:MF",0.00122972857611208,107,2475,677,0.0432323232323232,0.158050221565731
"GO:0003723","RNA binding","GO:MF",0.00675123022442338,293,2475,2312,0.118383838383838,0.126730103806228
"GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","GO:MF",0.00746404921207856,23,2475,90,0.00929292929292929,0.255555555555556
"GO:0016744","transketolase or transaldolase activity","GO:MF",0.00992415657401922,8,2475,15,0.00323232323232323,0.533333333333333
"GO:0003924","GTPase activity","GO:MF",0.0275550579169438,83,2475,549,0.0335353535353535,0.151183970856102
"GO:0016836","hydro-lyase activity","GO:MF",0.0450537828398361,25,2475,117,0.0101010101010101,0.213675213675214
"GO:0004373","alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity","GO:MF",0.0479360852490391,6,2475,11,0.00242424242424242,0.545454545454545
"GO:0033840","alpha-1,4-glucan glucosyltransferase (NDP-glucose donor) activity","GO:MF",0.0479360852490391,6,2475,11,0.00242424242424242,0.545454545454545
