"term_id","term_name","source","p_value","intersection_size","query_size","term_size","precision","recall"
"GO:0120255","olefinic compound biosynthetic process","GO:BP",0.00122724661923563,15,3717,28,0.00403551251008878,0.535714285714286
"GO:1901700","response to oxygen-containing compound","GO:BP",0.00237391977207812,141,3717,595,0.0379338175948345,0.236974789915966
"GO:0006351","DNA-templated transcription","GO:BP",0.00420511172093724,610,3717,3098,0.164110842076944,0.196901226597805
"GO:0006810","transport","GO:BP",0.00524916166308997,642,3717,3281,0.1727199354318,0.195672051203901
"GO:0050896","response to stimulus","GO:BP",0.0052651886654815,877,3717,4589,0.235942964756524,0.191109174112007
"GO:0051179","localization","GO:BP",0.0052651886654815,683,3717,3509,0.183750336292709,0.194642348247364
"GO:0051234","establishment of localization","GO:BP",0.00790710782039295,663,3717,3411,0.178369652945924,0.194371152154793
"GO:0006511","ubiquitin-dependent protein catabolic process","GO:BP",0.00814823559435807,146,3717,637,0.0392789884315308,0.229199372056515
"GO:0032870","cellular response to hormone stimulus","GO:BP",0.00858984756947801,145,3717,633,0.0390099542641916,0.229067930489731
"GO:0010417","glucuronoxylan biosynthetic process","GO:BP",0.00858984756947801,13,3717,26,0.00349744417541028,0.5
"GO:0010413","glucuronoxylan metabolic process","GO:BP",0.00858984756947801,13,3717,26,0.00349744417541028,0.5
"GO:0071495","cellular response to endogenous stimulus","GO:BP",0.00858984756947801,145,3717,634,0.0390099542641916,0.228706624605678
"GO:0009755","hormone-mediated signaling pathway","GO:BP",0.00858984756947801,143,3717,624,0.038471885929513,0.229166666666667
"GO:0035556","intracellular signal transduction","GO:BP",0.00993413938370133,135,3717,586,0.036319612590799,0.23037542662116
"GO:0019941","modification-dependent protein catabolic process","GO:BP",0.0116482795817152,147,3717,649,0.0395480225988701,0.226502311248074
"GO:0030244","cellulose biosynthetic process","GO:BP",0.0116482795817152,26,3717,75,0.00699488835082055,0.346666666666667
"GO:0031667","response to nutrient levels","GO:BP",0.0116482795817152,27,3717,79,0.00726392251815981,0.341772151898734
"GO:0043632","modification-dependent macromolecule catabolic process","GO:BP",0.0116482795817152,147,3717,650,0.0395480225988701,0.226153846153846
"GO:0000271","polysaccharide biosynthetic process","GO:BP",0.0116482795817152,75,3717,294,0.0201775625504439,0.255102040816327
"GO:0009414","response to water deprivation","GO:BP",0.0116482795817152,24,3717,67,0.00645682001614205,0.358208955223881
"GO:0009725","response to hormone","GO:BP",0.0142202617237641,192,3717,885,0.0516545601291364,0.216949152542373
"GO:0030243","cellulose metabolic process","GO:BP",0.0143122070767737,33,3717,105,0.00887812752219532,0.314285714285714
"GO:0009719","response to endogenous stimulus","GO:BP",0.0145543841749845,192,3717,886,0.0516545601291364,0.216704288939052
"GO:0048511","rhythmic process","GO:BP",0.0167628991464973,21,3717,57,0.00564971751412429,0.368421052631579
"GO:0001101","response to acid chemical","GO:BP",0.017279068877318,25,3717,73,0.0067258541834813,0.342465753424658
"GO:0009833","plant-type primary cell wall biogenesis","GO:BP",0.0176155003266904,15,3717,35,0.00403551251008878,0.428571428571429
"GO:0055085","transmembrane transport","GO:BP",0.0187771305731318,358,3717,1775,0.0963142319074523,0.20169014084507
"GO:0009415","response to water","GO:BP",0.0209958099993367,24,3717,70,0.00645682001614205,0.342857142857143
"GO:0000910","cytokinesis","GO:BP",0.0261578254170145,24,3717,71,0.00645682001614205,0.338028169014085
"GO:0009628","response to abiotic stimulus","GO:BP",0.0262468296510823,157,3717,716,0.0422383642722626,0.21927374301676
"GO:0061640","cytoskeleton-dependent cytokinesis","GO:BP",0.0288366261374406,17,3717,44,0.00457358084476729,0.386363636363636
"GO:0031669","cellular response to nutrient levels","GO:BP",0.0320829533092466,20,3717,56,0.00538068334678504,0.357142857142857
"GO:0009734","auxin-activated signaling pathway","GO:BP",0.0352872920855574,47,3717,174,0.0126446058649448,0.270114942528736
"GO:0071472","cellular response to salt stress","GO:BP",0.0352872920855574,7,3717,11,0.00188323917137476,0.636363636363636
"GO:0006897","endocytosis","GO:BP",0.0369745214989436,32,3717,107,0.00860909335485607,0.299065420560748
"GO:0071669","plant-type cell wall organization or biogenesis","GO:BP",0.0369745214989436,46,3717,170,0.0123755716976056,0.270588235294118
"GO:0042594","response to starvation","GO:BP",0.0378685317633787,20,3717,57,0.00538068334678504,0.350877192982456
"GO:0071365","cellular response to auxin stimulus","GO:BP",0.0378685317633787,47,3717,175,0.0126446058649448,0.268571428571429
"GO:0000281","mitotic cytokinesis","GO:BP",0.0438550512960114,16,3717,42,0.00430454667742803,0.380952380952381
"GO:0005634","nucleus","GO:CC",8.34340112982811e-05,1254,3654,6329,0.343185550082102,0.198135566440196
"GO:0005886","plasma membrane","GO:CC",0.00795704862560383,346,3654,1606,0.0946907498631637,0.215442092154421
"GO:0022624","proteasome accessory complex","GO:CC",0.0226119840488738,19,3654,46,0.00519978106185003,0.41304347826087
"GO:0005838","proteasome regulatory particle","GO:CC",0.0226119840488738,19,3654,46,0.00519978106185003,0.41304347826087
"GO:0004721","phosphoprotein phosphatase activity","GO:MF",8.23966996144367e-07,114,4310,374,0.0264501160092807,0.304812834224599
"GO:0016791","phosphatase activity","GO:MF",9.30729112162324e-07,160,4310,582,0.037122969837587,0.274914089347079
"GO:0042578","phosphoric ester hydrolase activity","GO:MF",2.80327142916877e-06,174,4310,658,0.0403712296983759,0.264437689969605
"GO:0004674","protein serine/threonine kinase activity","GO:MF",8.96531234811386e-05,275,4310,1184,0.0638051044083527,0.232263513513514
"GO:0017018","myosin phosphatase activity","GO:MF",0.000434815796976221,69,4310,228,0.0160092807424594,0.302631578947368
"GO:0005516","calmodulin binding","GO:MF",0.000434815796976221,65,4310,211,0.0150812064965197,0.308056872037915
"GO:0016773","phosphotransferase activity, alcohol group as acceptor","GO:MF",0.000823006652001455,454,4310,2144,0.105336426914153,0.211753731343284
"GO:0005515","protein binding","GO:MF",0.000828614884316604,1051,4310,5352,0.24385150812065,0.196375186846039
"GO:0004722","protein serine/threonine phosphatase activity","GO:MF",0.00162840686610857,70,4310,243,0.0162412993039443,0.288065843621399
"GO:0003700","DNA-binding transcription factor activity","GO:MF",0.00162840686610857,350,4310,1623,0.0812064965197216,0.215650030807147
"GO:0043167","ion binding","GO:MF",0.00186430668857673,1619,4310,8536,0.375638051044084,0.189667291471415
"GO:0008194","UDP-glycosyltransferase activity","GO:MF",0.00186430668857673,120,4310,476,0.0278422273781903,0.252100840336134
"GO:0140110","transcription regulator activity","GO:MF",0.00233365905101041,383,4310,1806,0.0888631090487239,0.212070874861573
"GO:0106310","protein serine kinase activity","GO:MF",0.00462242771015757,24,4310,61,0.00556844547563805,0.39344262295082
"GO:0036094","small molecule binding","GO:MF",0.00462242771015757,1650,4310,8756,0.382830626450116,0.188442211055276
"GO:0003951","NAD+ kinase activity","GO:MF",0.00462242771015757,11,4310,18,0.00255220417633411,0.611111111111111
"GO:0008289","lipid binding","GO:MF",0.00653853860173391,99,4310,392,0.022969837587007,0.252551020408163
"GO:0005488","binding","GO:MF",0.00677199363952699,3010,4310,16538,0.698375870069606,0.182005079211513
"GO:0015605","organophosphate ester transmembrane transporter activity","GO:MF",0.0101311781137994,36,4310,112,0.00835266821345708,0.321428571428571
"GO:0016301","kinase activity","GO:MF",0.010680550317631,524,4310,2596,0.121577726218097,0.201848998459168
"GO:0030955","potassium ion binding","GO:MF",0.0155839077470462,8,4310,12,0.00185614849187935,0.666666666666667
"GO:0004743","pyruvate kinase activity","GO:MF",0.0155839077470462,8,4310,12,0.00185614849187935,0.666666666666667
"GO:0004672","protein kinase activity","GO:MF",0.0215329363337227,393,4310,1919,0.0911832946635731,0.204794163626889
"GO:0051015","actin filament binding","GO:MF",0.0295791679107071,32,4310,102,0.0074245939675174,0.313725490196078
"GO:0043169","cation binding","GO:MF",0.0295791679107071,807,4310,4168,0.187238979118329,0.193618042226488
"GO:0004143","ATP-dependent diacylglycerol kinase activity","GO:MF",0.0309249520139132,6,4310,8,0.00139211136890951,0.75
"GO:0003677","DNA binding","GO:MF",0.0309249520139132,643,4310,3280,0.149187935034803,0.196036585365854
"GO:0001727","lipid kinase activity","GO:MF",0.0309249520139132,23,4310,66,0.00533642691415313,0.348484848484849
"GO:0015020","glucuronosyltransferase activity","GO:MF",0.0309249520139132,18,4310,47,0.00417633410672854,0.382978723404255
"GO:0099094","ligand-gated monoatomic cation channel activity","GO:MF",0.0309249520139132,9,4310,16,0.00208816705336427,0.5625
"GO:0004707","MAP kinase activity","GO:MF",0.0335983109315653,16,4310,40,0.0037122969837587,0.4
"GO:0046872","metal ion binding","GO:MF",0.0335983109315653,798,4310,4132,0.185150812064965,0.193126815101646
"GO:0016297","fatty acyl-[ACP] hydrolase activity","GO:MF",0.0382400526350422,9,4310,17,0.00208816705336427,0.529411764705882
"GO:0019787","ubiquitin-like protein transferase activity","GO:MF",0.0382400526350422,153,4310,690,0.0354988399071926,0.221739130434783
"GO:0022839","monoatomic ion-gated channel activity","GO:MF",0.0382400526350422,8,4310,14,0.00185614849187935,0.571428571428571
"GO:0031420","alkali metal ion binding","GO:MF",0.0382400526350422,8,4310,14,0.00185614849187935,0.571428571428571
"GO:0005227","calcium-activated cation channel activity","GO:MF",0.0382400526350422,8,4310,14,0.00185614849187935,0.571428571428571
"GO:0004842","ubiquitin-protein transferase activity","GO:MF",0.0382400526350422,148,4310,663,0.034338747099768,0.223227752639517
"GO:0016040","glutamate synthase (NADH) activity","GO:MF",0.0382400526350422,4,4310,4,0.000928074245939675,1
"GO:0019888","protein phosphatase regulator activity","GO:MF",0.0402530396948254,26,4310,81,0.00603248259860789,0.320987654320988
"GO:0019208","phosphatase regulator activity","GO:MF",0.0480327473326332,26,4310,82,0.00603248259860789,0.317073170731707
